id,label,kind,region,notes,parents
shellfish_gathering,Shellfish gathering,practice,Global,,occupational_hunt:contains
shepherding_with_staff,Shepherding with staff,practice,Global,,occupational_agri:contains
shiatsu_stretches,Shiatsu stretches,practice,Global,,healing_bodywork:contains
shinto_shrine_movement_etiquette,Shinto shrine movement etiquette,practice,Global,,ritual_devotional:contains
shinty,Shinty,practice,Global,,sport_ball_team:contains
shootfighting,Shootfighting,practice,Global,,combat_hybrid:contains
short_track_speed_skating,Short-track speed skating,practice,Cold climates,,sport_winter:contains
shot_put,Shot put,practice,Global,,sport_athletics:contains
show_jumping,Show jumping,practice,Global,,animal_equestrian:contains
shuai_jiao,Shuai jiao,practice,Global,,combat_grappling:contains
shuffleboard,Shuffleboard,practice,Global,,sport_precision:contains
sidestroke,Sidestroke,practice,Global,,aquatic_swim:contains
sikh_gatka_devotional_practice,Sikh gatka devotional practice,practice,Global,,ritual_devotional:contains
silambam,Silambam,practice,Global,,combat_weapon:contains
silent_drill_platoon,Silent drill platoon,practice,Global,,military_drill:contains
singkil,Singkil,practice,Southeast Asia,,dance_se_asia:contains
sirtaki,Sirtaki,practice,Europe,,dance_europe_folk:contains
sitting_volleyball,Sitting volleyball,practice,Global,,healing_adaptive:contains
siva,Siva,practice,Pacific,,dance_pacific:contains
sivananda_yoga,Sivananda yoga,practice,South Asia / global,,somatics_yoga:contains
skateboarding,Skateboarding,practice,Global,,sport_wheeled:contains
skeleton,Skeleton,practice,Cold climates,,sport_winter:contains
ski_jumping,Ski jumping,practice,Cold climates,,sport_winter:contains
ski_touring,Ski touring,practice,Global,,outdoor_wilderness:contains
skierg_training,SkiErg training,practice,Global,,fitness_endurance:contains
skijoring,Skijoring,practice,Global,,animal_other:contains
skimboarding,Skimboarding,practice,Global,,aquatic_boards:contains
skinner_releasing_technique,Skinner Releasing Technique,practice,Western / global,,somatics_western:contains
skipping_rope,Skipping rope,practice,Global,,play_child:contains
skydiving,Skydiving,practice,Global,,outdoor_air:contains
slackwire,Slackwire,practice,Global,,acro_circus:contains
slow_waltz,Slow waltz,practice,Global,,dance_ballroom:contains
snooker,Snooker,practice,Global,,sport_precision:contains
snorkelling,Snorkelling,practice,Global,,aquatic_dive:contains
snowboarding,Snowboarding,practice,Cold climates,,sport_winter:contains
snowshoe_racing,Snowshoe racing,practice,Cold climates,,sport_winter:contains
snowshoeing,Snowshoeing,practice,Global,,outdoor_wilderness:contains
soc,Socа,practice,African diaspora,,dance_afrodiasporic:contains
softball,Softball,practice,Global,,sport_bat_ball:contains
sojutsu,Sojutsu,practice,Global,,combat_weapon:contains
somatics,"Somatics, mind–body & internal arts",domain,,,movement:contains
somatics_breath,Breath-led movement practices,family,Global,,somatics:contains
somatics_chinese,Chinese health & internal movement,family,China / global,,somatics:contains
somatics_pilates,Pilates & contrology,family,Global,,somatics:contains
somatics_western,Western somatic education,family,Western / global,,somatics:contains
somatics_yoga,Yoga families,family,South Asia / global,,somatics:contains
soukous_dance,Soukous dance,practice,Africa,,dance_african:contains
soukous_derived_club_dance,Soukous-derived club dance,practice,African diaspora,,dance_afrodiasporic:contains
southern_praying_mantis,Southern Praying Mantis,practice,Global,,combat_regional:contains
spear_system,SPEAR system,practice,Global,,combat_hybrid:contains
spear_throwing,Spear throwing,practice,Global,,occupational_hunt:contains
spearfishing_movement,Spearfishing movement,practice,Global,,aquatic_dive:contains
speed_climbing,Speed climbing,practice,Global,,locomotion_climbing:contains
speed_skating,Speed skating,practice,Cold climates,,sport_winter:contains
spin_classes,Spin classes,practice,Global,,fitness_endurance:contains
sport,"Games, sport & contest",domain,,,movement:contains
sport_athletics,Athletics & measurable human performance,family,Global,,sport:contains
sport_ball_team,Team invasion & ball sports,family,Global,,sport:contains
sport_bat_ball,"Bat, stick & striking-ball sports",family,Global,,sport:contains
sport_climbing,Sport climbing,practice,Global,,locomotion_climbing:contains
sport_multisport,Combined endurance & multisport,family,Global,,sport:contains
sport_net_wall,"Net, wall & racket sports",family,Global,,sport:contains
sport_precision,"Precision, target & object-placement sports",family,Global,,sport:contains
sport_strength,Strength sports,family,Global,,sport:contains
sport_traditional,Traditional games & contests,family,Global,,sport:contains
sport_wheeled,Wheeled & rolling sports,family,Global,,sport:contains
sport_winter,Snow & ice sports,family,Cold climates,,sport:contains
springboard_diving,Springboard diving,practice,Global,,aquatic_dive:contains
sprint_interval_training,Sprint interval training,practice,Global,,fitness_endurance:contains
sprinting,Sprinting,practice,Global,,sport_athletics:contains
squash,Squash,practice,Global,,sport_net_wall:contains
squatting_rest_postures,Squatting rest postures,practice,Global,,occupational_domestic:contains
ssireum,Ssireum,practice,Global,,combat_grappling:contains
staff_spinning,Staff spinning,practice,Global,,acro_object:contains
stage_combat,Stage combat,practice,Global,,performance_theatre:contains
stair_climbing,Stair climbing,practice,Global,,fitness_endurance:contains
stalking,Stalking,practice,Global,,occupational_hunt:contains
stand_up_paddleboarding,Stand-up paddleboarding,practice,Global,,aquatic_boards:contains
static_trapeze,Static trapeze,practice,Global,,acro_circus:contains
steeplechase,Steeplechase,practice,Global,,sport_athletics:contains
step_aerobics,Step aerobics,practice,Global,,fitness_endurance:contains
stepping,Stepping,practice,African diaspora,,dance_afrodiasporic:contains
stickball,Stickball,practice,Global,,sport_bat_ball:contains
stone_lifting,Stone lifting,practice,Global,,sport_strength:contains
stone_masonry_movement,Stone masonry movement,practice,Global,,occupational_craft:contains
stoolball,Stoolball,practice,Global,,sport_bat_ball:contains
street_workout,Street workout,practice,Global,,fitness_resistance:contains
streetlifting,Streetlifting,practice,Global,,sport_strength:contains
strongfirst_style_hardstyle_kettlebell,StrongFirst-style hardstyle kettlebell,practice,Global,,fitness_resistance:contains
strongman,Strongman,practice,Global,,sport_strength:contains
sufi_whirling_sema,Sufi whirling / sema,practice,Global,,ritual_devotional:contains | dance_middle_east:cross-link | somatics_breath:cross-link
sumo,Sumo,practice,Global,,combat_grappling:contains
sun_dance,Sun Dance,practice,Global,,ritual_trance:contains
surfing,Surfing,practice,Global,,aquatic_boards:contains
suzuki_method_of_actor_training,Suzuki Method of Actor Training,practice,Global,,performance_theatre:contains
swimrun,Swimrun,practice,Global,,sport_multisport:contains
sword_and_buckler,Sword and buckler,practice,Global,,combat_weapon:contains
synchronised_artistic_swimming,Synchronised / artistic swimming,practice,Global,,aquatic_swim:contains
synchronized_skating,Synchronized skating,practice,Cold climates,,sport_winter:contains
systema,Systema,practice,Eurasia,,combat_internal:contains
table_tennis,Table tennis,practice,Global,,sport_net_wall:contains
taekkyeon,Taekkyeon,practice,Global,,combat_regional:contains | dance_east_asia:cross-link
taekwondo,Taekwondo,practice,Global,,combat_striking:contains
tag,Tag,practice,Global,,play_child:contains
taijiquan,Taijiquan,practice,Eurasia,,combat_internal:contains | somatics_chinese:cross-link | healing_rehab:cross-link
tamure,Tamure,practice,Pacific,,dance_pacific:contains
tang_soo_do,Tang soo do,practice,Global,,combat_striking:contains
tango_ballroom,Tango ballroom,practice,Global,,dance_ballroom:contains
tanoura,Tanoura,practice,Middle East / North Africa,,dance_middle_east:contains
tap_dance,Tap dance,practice,Global,,dance_stage:contains
tarantella,Tarantella,practice,Europe,,dance_europe_folk:contains
tautoga,Tautoga,practice,Pacific,,dance_pacific:contains
tea_picking,Tea picking,practice,Global,,occupational_agri:contains
teamgym,TeamGym,practice,Global,,acro_gymnastics:contains
teeterboard,Teeterboard,practice,Global,,acro_circus:contains
telepresence_embodiment,Telepresence embodiment,practice,Global,,digital_robotics:contains
ten_pin_bowling,Ten-pin bowling,practice,Global,,sport_precision:contains
tennis,Tennis,practice,Global,,sport_net_wall:contains
tent_pegging,Tent pegging,practice,Global,,animal_equestrian:contains
teqball,Teqball,practice,Global,,sport_net_wall:contains
thai_massage_assisted_movement,Thai massage assisted movement,practice,Global,,healing_bodywork:contains
thaipusam_procession,Thaipusam procession,practice,Global,,ritual_procession:contains
therapeutic_riding,Therapeutic riding,practice,Global,,animal_equestrian:contains
threshing_movement,Threshing movement,practice,Global,,occupational_agri:contains
tibetan_cham,Tibetan cham,practice,East Asia,,dance_east_asia:contains | ritual_devotional:cross-link | performance_theatre:cross-link
tibetan_prostrations,Tibetan prostrations,practice,Global,,ritual_devotional:contains
tightwire,Tightwire,practice,Global,,acro_circus:contains
tinikling,Tinikling,practice,Southeast Asia,,dance_se_asia:contains
tool_object,Object manipulation,dimension,,,dimensions:contains | acrobatics:characterized-by | occupational:characterized-by | digital:characterized-by
tool_unarmed,Unarmed,dimension,,,dimensions:contains | combat:characterized-by
tool_weapon,Weapon/tool mediated,dimension,,,dimensions:contains | military:characterized-by
toss_juggling,Toss juggling,practice,Global,,acro_object:contains
track_cycling,Track cycling,practice,Global,,sport_wheeled:contains
tracking,Tracking,practice,Global,,occupational_hunt:contains
tracking_and_stalking,Tracking and stalking,practice,Global,,outdoor_wilderness:contains
traditional_climbing,Traditional climbing,practice,Global,,locomotion_climbing:contains
trager_approach_movement,Trager Approach movement,practice,Western / global,,somatics_western:contains
trail_running,Trail running,practice,Global,,sport_athletics:contains
trampoline_gymnastics,Trampoline gymnastics,practice,Global,,acro_gymnastics:contains
tree_climbing,Tree climbing,practice,Global,,locomotion_climbing:contains
tree_climbing_play,Tree climbing play,practice,Global,,play_child:contains
tree_crop_climbing,Tree crop climbing,practice,Global,,occupational_hunt:contains
triathlon,Triathlon,practice,Global,,sport_multisport:contains
triple_jump,Triple jump,practice,Global,,sport_athletics:contains
tug_of_war,Tug of war,practice,Global,,sport_strength:contains
tui_na_movement,Tui na movement,practice,Global,,healing_bodywork:contains
tumbling,Tumbling,practice,Global,,acro_gymnastics:contains
turfing,Turfing,practice,Global urban,,dance_urban:contains
turkish_oil_wrestling,Turkish oil wrestling,practice,Global,,combat_grappling:contains
ulama,Ulama,practice,Global,,sport_traditional:contains
ultimate,Ultimate,practice,Global,,sport_ball_team:contains
ultrarunning,Ultrarunning,practice,Global,,sport_athletics:contains
umteyo,Umteyo,practice,Africa,,dance_african:contains
underwater_hockey,Underwater hockey,practice,Global,,aquatic_dive:contains
underwater_rugby,Underwater rugby,practice,Global,,aquatic_dive:contains
unicycling,Unicycling,practice,Global,,sport_wheeled:contains
urban_exploration_movement,Urban exploration movement,practice,Global,,locomotion_parkour:contains
urban_walking_flanerie,Urban walking / flânerie,practice,Global,,locomotion_bipedal:contains
vale_tudo,Vale tudo,practice,Global,,combat_hybrid:contains
vaulting,Vaulting,practice,Global,,animal_equestrian:contains
vestibular_rehabilitation,Vestibular rehabilitation,practice,Global,,healing_rehab:contains
via_ferrata,Via ferrata,practice,Global,,locomotion_climbing:contains
viennese_waltz,Viennese waltz,practice,Global,,dance_ballroom:contains
viewpoints,Viewpoints,practice,Global,,performance_theatre:contains
vinyasa_flow,Vinyasa flow,practice,South Asia / global,,somatics_yoga:contains
vocal_breath_movement_work,Vocal-breath movement work,practice,Global,,somatics_breath:contains
vodou_ceremonial_dance,Vodou ceremonial dance,practice,Global,,ritual_trance:contains
vogue,Vogue,practice,African diaspora,,dance_afrodiasporic:contains
voguing,Voguing,practice,Global urban,,dance_urban:contains
volleyball,Volleyball,practice,Global,,sport_net_wall:contains
vovinam,Vovinam,practice,Global,,combat_regional:contains
vr_fitness,VR fitness,practice,Global,,digital_exergaming:contains
waacking,Waacking,practice,African diaspora,,dance_afrodiasporic:contains
waacking_2,Waacking,practice,Global urban,,dance_urban:contains
wakeboarding,Wakeboarding,practice,Global,,aquatic_boards:contains
waldorf_eurythmy,Waldorf eurythmy,practice,Global,,education_methods:contains
walking,Walking,practice,Global,,locomotion_bipedal:contains
walking_qigong,Walking qigong,practice,China / global,,somatics_chinese:contains
wall_trampoline,Wall trampoline,practice,Global,,acro_circus:contains
waltz_folk_traditions,Waltz folk traditions,practice,Europe,,dance_europe_folk:contains
water_carrying,Water carrying,practice,Global,,occupational_domestic:contains
water_polo,Water polo,practice,Global,,sport_ball_team:contains
water_skiing,Water skiing,practice,Global,,aquatic_boards:contains
wayang_golek_manipulation,Wayang golek manipulation,practice,Global,,performance_puppetry:contains
west_coast_swing,West Coast Swing,practice,Global,,dance_ballroom:contains
western_riding,Western riding,practice,Global,,animal_equestrian:contains
wheelchair_basketball,Wheelchair basketball,practice,Global,,healing_adaptive:contains
wheelchair_dance,Wheelchair dance,practice,Global,,healing_adaptive:contains | dance_stage:cross-link
wheelchair_racing,Wheelchair racing,practice,Global,,sport_wheeled:contains
white_crane_boxing,White Crane boxing,practice,Global,,combat_regional:contains
whitewater_kayaking,Whitewater kayaking,practice,Global,,aquatic_boats:contains
wife_carrying,Wife carrying,practice,Global,,sport_traditional:contains
wild_swimming,Wild swimming,practice,Global,,aquatic_swim:contains
wim_hof_method_movement,Wim Hof Method movement,practice,Global,,somatics_breath:contains
windsurfing,Windsurfing,practice,Global,,aquatic_boards:contains
wing_chun,Wing chun,practice,Global,,combat_regional:contains
wingsuit_flying,Wingsuit flying,practice,Global,,outdoor_air:contains
wuqinxi,Wuqinxi,practice,China / global,,somatics_chinese:contains
wushu,Wushu,practice,Global,,combat_regional:contains
xingyiquan,Xingyiquan,practice,Eurasia,,combat_internal:contains
yagli_gures,Yagli gures,practice,Global,,combat_grappling:contains
yakshagana_movement,Yakshagana movement,practice,South Asia,,dance_south_asia:contains
yangge,Yangge,practice,East Asia,,dance_east_asia:contains
yijinjing,Yijinjing,practice,China / global,,somatics_chinese:contains
yin_yoga,Yin yoga,practice,South Asia / global,,somatics_yoga:contains
yiquan,Yiquan,practice,Eurasia,,combat_internal:contains
yo_yo_performance,Yo-yo performance,practice,Global,,acro_object:contains
yoga_nidra_movement_preparation,Yoga nidra movement preparation,practice,South Asia / global,,somatics_yoga:contains
zaouli,Zaouli,practice,Africa,,dance_african:contains
zapin,Zapin,practice,Southeast Asia,,dance_se_asia:contains
zar_ceremony_movement,Zar ceremony movement,practice,Global,,ritual_trance:contains
zen_kinhin,Zen kinhin,practice,Global,,ritual_devotional:contains
zhan_zhuang,Zhan zhuang,practice,China / global,,somatics_chinese:contains
ziplining,Ziplining,practice,Global,,outdoor_air:contains
zone_2_training,Zone 2 training,practice,Global,,fitness_endurance:contains
zouk,Zouk,practice,African diaspora,,dance_afrodiasporic:contains
zouk_lambada,Zouk-lambada,practice,Global,,dance_ballroom:contains
zulu_reed_dance,Zulu reed dance,practice,Africa,,dance_african:contains
zulu_stick_fighting,Zulu stick fighting,practice,Global,,combat_weapon:contains
zumba,Zumba,practice,Global,,fitness_group:contains
zwiefacher,Zwiefacher,practice,Europe,,dance_europe_folk:contains
