"ExerciseId","Verdict","PreviousName","CurrentName","PreviousMetadata","CurrentMetadata","ActualFinalDemonstration","ExactCorrection","Reason","FullLoop","Crop","LoopSeam","PlaybackSpeed","Mirroring","Travel","HoldFrame","Equipment"
"482","CORRECTED","Feet-Together Head Tilts","Feet-Together Head Tilts","name=Feet-Together Head Tilts | demand=0 | primary=AnteriorLateralNeckAndHyoidMuscles | secondary=[PosteriorNeckAndSuboccipitalMuscles] | practice=Balance and neck mobility | motion=HeadTilt | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[482:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","name=Feet-Together Head Tilts | demand=0 | primary=AnteriorLateralNeckAndHyoidMuscles | secondary=[PosteriorNeckAndSuboccipitalMuscles] | practice=Balance and neck mobility | motion=HeadTilt | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[482:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","The complete packaged loop demonstrates Feet-Together Head Tilts as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"483","CORRECTED","Standing Diagonal Head Turns","Standing Diagonal Head Turns","name=Standing Diagonal Head Turns | demand=0 | primary=PosteriorNeckAndSuboccipitalMuscles | secondary=[AnteriorLateralNeckAndHyoidMuscles] | practice=Active neck mobility | motion=DiagonalHeadTurn | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[483:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","name=Standing Diagonal Head Turns | demand=0 | primary=PosteriorNeckAndSuboccipitalMuscles | secondary=[AnteriorLateralNeckAndHyoidMuscles] | practice=Active neck mobility | motion=DiagonalHeadTurn | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[483:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","The complete packaged loop demonstrates Standing Diagonal Head Turns as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"484","CORRECTED","Goddess Squat with Lion's Breath","Goddess Squat with Lion's Breath","name=Goddess Squat with Lion's Breath | demand=2 | primary=BreathingMuscles | secondary=[CranialMuscles;AbdominalWall;MajorHipAdductors;DeepHipRotators;GlutealExtensors;MedialAndDeepKneeExtensors;LateralKneeExtensors;ShoulderAbductors;RotatorCuff;ScapularGirdle] | practice=Yoga breathing | motion=GoddessSquatLionsBreath | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[484:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","name=Goddess Squat with Lion's Breath | demand=2 | primary=MajorHipAdductors | secondary=[MedialAndDeepKneeExtensors;LateralKneeExtensors;GlutealExtensors;ShoulderAbductors;AbdominalWall;CranialMuscles;BreathingMuscles] | practice=Yoga breathing | motion=GoddessSquatLionsBreath | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[484:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Incompatible","The complete packaged loop demonstrates Goddess Squat with Lion's Breath as named.","hardFloorCompatibility: Compatible => Incompatible | primaryCanonicalGroup: BreathingMuscles => MajorHipAdductors | secondaryCanonicalGroups: [""CranialMuscles"",""AbdominalWall"",""MajorHipAdductors"",""DeepHipRotators"",""GlutealExtensors"",""MedialAndDeepKneeExtensors"",""LateralKneeExtensors"",""ShoulderAbductors"",""RotatorCuff"",""ScapularGirdle""] => [""MedialAndDeepKneeExtensors"",""LateralKneeExtensors"",""GlutealExtensors"",""ShoulderAbductors"",""AbdominalWall"",""CranialMuscles"",""BreathingMuscles""] | soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The visible gross movement, not breathing itself, is the principal mechanical action; breathing remains secondary only when meaningfully demonstrated.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"485","CORRECTED","Cupped-Palm Armpit Tapping","Cupped-Palm Armpit Tapping","name=Cupped-Palm Armpit Tapping | demand=1 | primary=ShoulderAbductors | secondary=[ScapularGirdle;RotatorCuff] | practice=Eight Nests qigong | motion=ArmpitCuppedPalmTapping | mode=Repetition | presentation=Motion | holdFrame=0 | side=ScreenLeftThenRight | direction=None | blocks=[485:ScreenLeft:None:False:Full;485:ScreenRight:None:True:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","name=Cupped-Palm Armpit Tapping | demand=1 | primary=ShoulderAbductors | secondary=[ScapularGirdle;RotatorCuff] | practice=Eight Nests qigong | motion=ArmpitCuppedPalmTapping | mode=Repetition | presentation=Motion | holdFrame=0 | side=ScreenLeftThenRight | direction=None | blocks=[485:ScreenLeft:None:False:Full;485:ScreenRight:None:True:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","The complete packaged loop demonstrates Cupped-Palm Armpit Tapping as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"486","CORRECTED","Bent-Over Back-of-Knee Tapping","Bent-Over Back-of-Knee Tapping","name=Bent-Over Back-of-Knee Tapping | demand=1 | primary=SpinalExtensors | secondary=[DeepAndIntersegmentalBack;PosteriorThighAndKneeFlexors] | practice=Eight Nests qigong | motion=BentOverBackOfKneeTapping | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[486:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","name=Bent-Over Back-of-Knee Tapping | demand=1 | primary=SpinalExtensors | secondary=[DeepAndIntersegmentalBack;PosteriorThighAndKneeFlexors] | practice=Eight Nests qigong | motion=BentOverBackOfKneeTapping | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[486:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","The complete packaged loop demonstrates Bent-Over Back-of-Knee Tapping as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"487","CORRECTED","Squat-Jack Uppercuts","Squat-Jack Uppercuts","name=Squat-Jack Uppercuts | demand=2 | primary=MedialAndDeepKneeExtensors | secondary=[ElbowFlexors;LateralKneeExtensors;GlutealExtensors;MajorHipAdductors;AccessoryHipAdductors;HipAbductors;CalfDeepPosteriorLegAndPlantarFoot;Soleus;Chest;ScapularGirdle;AbdominalWall;BreathingMuscles] | practice=Bodyweight cardio boxing | motion=SquatJackUppercut | mode=Repetition | presentation=Motion | holdFrame=0 | side=Alternating | direction=None | blocks=[487:None:None:False:Full] | sessionMovement= | insect=Compatible | hardFloor=Incompatible","name=Squat-Jack Uppercuts | demand=2 | primary=MedialAndDeepKneeExtensors | secondary=[LateralKneeExtensors;GlutealExtensors;MajorHipAdductors;HipAbductors;CalfDeepPosteriorLegAndPlantarFoot;ElbowFlexors;AbdominalWall] | practice=Bodyweight cardio boxing | motion=SquatJackUppercut | mode=Repetition | presentation=Motion | holdFrame=0 | side=Alternating | direction=None | blocks=[487:None:None:False:Full] | sessionMovement= | insect=Compatible | hardFloor=Incompatible","The complete packaged loop demonstrates Squat-Jack Uppercuts as named.","secondaryCanonicalGroups: [""ElbowFlexors"",""LateralKneeExtensors"",""GlutealExtensors"",""MajorHipAdductors"",""AccessoryHipAdductors"",""HipAbductors"",""CalfDeepPosteriorLegAndPlantarFoot"",""Soleus"",""Chest"",""ScapularGirdle"",""AbdominalWall"",""BreathingMuscles""] => [""LateralKneeExtensors"",""GlutealExtensors"",""MajorHipAdductors"",""HipAbductors"",""CalfDeepPosteriorLegAndPlantarFoot"",""ElbowFlexors"",""AbdominalWall""] | soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"488","CORRECTED","Single-Leg Vertical Jump with Stick Landing","Single-Leg Vertical Jump with Stick Landing","name=Single-Leg Vertical Jump with Stick Landing | demand=2 | primary=CalfDeepPosteriorLegAndPlantarFoot | secondary=[Soleus;GlutealExtensors;PosteriorThighAndKneeFlexors;MedialAndDeepKneeExtensors;LateralKneeExtensors;HipAbductors] | practice=Plyometric landing mechanics | motion=SingleLegVerticalJumpStickLanding | mode=Repetition | presentation=Motion | holdFrame=0 | side=ScreenLeftThenRight | direction=None | blocks=[488:ScreenLeft:None:False:Full;488:ScreenRight:None:True:Full] | sessionMovement= | insect=Incompatible | hardFloor=Incompatible","name=Single-Leg Vertical Jump with Stick Landing | demand=2 | primary=CalfDeepPosteriorLegAndPlantarFoot | secondary=[Soleus;GlutealExtensors;PosteriorThighAndKneeFlexors;MedialAndDeepKneeExtensors;LateralKneeExtensors;HipAbductors;PelvicFloorAndPerineum] | practice=Plyometric landing mechanics | motion=SingleLegVerticalJumpStickLanding | mode=Repetition | presentation=Motion | holdFrame=0 | side=ScreenLeftThenRight | direction=None | blocks=[488:ScreenLeft:None:False:Full;488:ScreenRight:None:True:Full] | sessionMovement= | insect=Incompatible | hardFloor=Incompatible","The complete packaged loop demonstrates Single-Leg Vertical Jump with Stick Landing as named.","secondaryCanonicalGroups: [""Soleus"",""GlutealExtensors"",""PosteriorThighAndKneeFlexors"",""MedialAndDeepKneeExtensors"",""LateralKneeExtensors"",""HipAbductors""] => [""Soleus"",""GlutealExtensors"",""PosteriorThighAndKneeFlexors"",""MedialAndDeepKneeExtensors"",""LateralKneeExtensors"",""HipAbductors"",""PelvicFloorAndPerineum""] | soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","Associations were trimmed to meaningful visible mechanics; pelvic-floor involvement is retained only as evidence-supported secondary work for gait, single-leg support, or impact.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"489","CORRECTED","Standing Side-Leg Tapping Roll-Down","Standing Side-Leg Tapping Roll-Down","name=Standing Side-Leg Tapping Roll-Down | demand=0 | primary=SpinalExtensors | secondary=[DeepAndIntersegmentalBack;PosteriorThighAndKneeFlexors;GlutealExtensors] | practice=Qigong body tapping | motion=StandingSideLegTappingRollDown | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[489:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","name=Standing Side-Leg Tapping Roll-Down | demand=0 | primary=SpinalExtensors | secondary=[DeepAndIntersegmentalBack;PosteriorThighAndKneeFlexors;GlutealExtensors] | practice=Qigong body tapping | motion=StandingSideLegTappingRollDown | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[489:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","The complete packaged loop demonstrates Standing Side-Leg Tapping Roll-Down as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"490","CORRECTED","Track One Thumb Side to Side","Track One Thumb Side to Side","name=Track One Thumb Side to Side | demand=0 | primary=CranialMuscles | secondary=[] | practice=Oculomotor rehabilitation | motion=EyeTracking | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[490:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","name=Track One Thumb Side to Side | demand=0 | primary=CranialMuscles | secondary=[] | practice=Oculomotor rehabilitation | motion=EyeTracking | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[490:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","The complete packaged loop demonstrates Track One Thumb Side to Side as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"491","CORRECTED","Keep Eyes on Thumb While Nodding","Keep Eyes on Thumb While Nodding","name=Keep Eyes on Thumb While Nodding | demand=0 | primary=CranialMuscles | secondary=[PosteriorNeckAndSuboccipitalMuscles;AnteriorLateralNeckAndHyoidMuscles] | practice=Vestibular rehabilitation | motion=GazeStabilityHeadNod | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[491:None:None:False:Full;501:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","name=Keep Eyes on Thumb While Nodding | demand=0 | primary=CranialMuscles | secondary=[PosteriorNeckAndSuboccipitalMuscles;AnteriorLateralNeckAndHyoidMuscles] | practice=Vestibular rehabilitation | motion=GazeStabilityHeadNod | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[491:None:None:False:Full;501:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","The complete packaged loop demonstrates Keep Eyes on Thumb While Nodding as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"492","CORRECTED","Track One Thumb Up and Down","Track One Thumb Up and Down","name=Track One Thumb Up and Down | demand=0 | primary=CranialMuscles | secondary=[] | practice=Oculomotor rehabilitation | motion=EyeTracking | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[492:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","name=Track One Thumb Up and Down | demand=0 | primary=CranialMuscles | secondary=[] | practice=Oculomotor rehabilitation | motion=EyeTracking | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[492:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","The complete packaged loop demonstrates Track One Thumb Up and Down as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"493","CORRECTED","Track Finger Upper-Right to Lower-Left","Track Finger Upper-Right to Lower-Left","name=Track Finger Upper-Right to Lower-Left | demand=0 | primary=CranialMuscles | secondary=[] | practice=Oculomotor rehabilitation | motion=EyeTracking | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[493:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","name=Track Finger Upper-Right to Lower-Left | demand=0 | primary=CranialMuscles | secondary=[] | practice=Oculomotor rehabilitation | motion=EyeTracking | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[493:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","The complete packaged loop demonstrates Track Finger Upper-Right to Lower-Left as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"494","CORRECTED","Front Clap with Backward Arm Swing","Front Clap with Backward Arm Swing","name=Front Clap with Backward Arm Swing | demand=1 | primary=ShoulderAdductorsAndExtensors | secondary=[] | practice=Shoulder mobility | motion=FrontClapBackwardArmSwing | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[494:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","name=Front Clap with Backward Arm Swing | demand=1 | primary=ShoulderAdductorsAndExtensors | secondary=[] | practice=Shoulder mobility | motion=FrontClapBackwardArmSwing | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[494:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","The complete packaged loop demonstrates Front Clap with Backward Arm Swing as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"495","CORRECTED","Track Finger Toward and Away from Nose","Track Finger Toward and Away from Nose","name=Track Finger Toward and Away from Nose | demand=0 | primary=CranialMuscles | secondary=[] | practice=Oculomotor rehabilitation | motion=EyeTracking | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[495:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","name=Track Finger Toward and Away from Nose | demand=0 | primary=CranialMuscles | secondary=[] | practice=Oculomotor rehabilitation | motion=EyeTracking | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[495:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","The complete packaged loop demonstrates Track Finger Toward and Away from Nose as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"496","CORRECTED","Standing Wide-Arm Claps","Standing Wide-Arm Claps","name=Standing Wide-Arm Claps | demand=1 | primary=Chest | secondary=[ScapularGirdle] | practice=Chest and shoulder mobility | motion=WideArmClap | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[496:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","name=Standing Wide-Arm Claps | demand=1 | primary=Chest | secondary=[ScapularGirdle] | practice=Chest and shoulder mobility | motion=WideArmClap | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[496:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","The complete packaged loop demonstrates Standing Wide-Arm Claps as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"497","CORRECTED","Eyebrow Raise","Eyebrow Raise","name=Eyebrow Raise | demand=0 | primary=CranialMuscles | secondary=[] | practice=Facial movement exercise | motion=EyebrowRaise | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[497:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","name=Eyebrow Raise | demand=0 | primary=CranialMuscles | secondary=[] | practice=Facial movement exercise | motion=EyebrowRaise | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[497:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","The complete packaged loop demonstrates Eyebrow Raise as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"498","CORRECTED","Firm Eye Closure","Firm Eye Closure","name=Firm Eye Closure | demand=0 | primary=CranialMuscles | secondary=[] | practice=Facial movement exercise | motion=FirmEyeClosure | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[498:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","name=Firm Eye Closure | demand=0 | primary=CranialMuscles | secondary=[] | practice=Facial movement exercise | motion=FirmEyeClosure | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[498:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","The complete packaged loop demonstrates Firm Eye Closure as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"499","CORRECTED","Track Finger in a Near-Far Spiral","Track Finger in a Near-Far Spiral","name=Track Finger in a Near-Far Spiral | demand=0 | primary=CranialMuscles | secondary=[] | practice=Oculomotor rehabilitation | motion=EyeTracking | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[499:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","name=Track Finger in a Near-Far Spiral | demand=0 | primary=CranialMuscles | secondary=[] | practice=Oculomotor rehabilitation | motion=EyeTracking | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[499:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","The complete packaged loop demonstrates Track Finger in a Near-Far Spiral as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"500","CORRECTED","Straight Jaw Opening","Straight Jaw Opening","name=Straight Jaw Opening | demand=0 | primary=CranialMuscles | secondary=[] | practice=Jaw mobility | motion=JawMotion | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[500:None:None:False:Full;505:None:None:False:Full;506:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","name=Straight Jaw Opening | demand=0 | primary=CranialMuscles | secondary=[] | practice=Jaw mobility | motion=JawMotion | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[500:None:None:False:Full;505:None:None:False:Full;506:None:None:False:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","The complete packaged loop demonstrates Straight Jaw Opening as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"501","CORRECTED","Keep Eyes on Thumb While Turning Head","Keep Eyes on Thumb While Turning Head","name=Keep Eyes on Thumb While Turning Head | demand=0 | primary=CranialMuscles | secondary=[AnteriorLateralNeckAndHyoidMuscles;PosteriorNeckAndSuboccipitalMuscles] | practice=Vestibular rehabilitation | motion=GazeStabilityHeadTurn | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","name=Keep Eyes on Thumb While Turning Head | demand=0 | primary=CranialMuscles | secondary=[AnteriorLateralNeckAndHyoidMuscles;PosteriorNeckAndSuboccipitalMuscles] | practice=Vestibular rehabilitation | motion=GazeStabilityHeadTurn | mode=Repetition | presentation=Motion | holdFrame=0 | side=Continuous | direction=None | blocks=[] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","The complete packaged loop demonstrates Keep Eyes on Thumb While Turning Head as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"502","CORRECTED","Standing Levator-Scapulae Stretch","Standing Levator-Scapulae Stretch","name=Standing Levator-Scapulae Stretch | demand=0 | primary=PosteriorNeckAndSuboccipitalMuscles | secondary=[ScapularGirdle;AnteriorLateralNeckAndHyoidMuscles] | practice=Clinical stretching | motion=NeckStretch | mode=Hold | presentation=Still | holdFrame=50 | side=ScreenLeftThenRight | direction=None | blocks=[502:ScreenLeft:None:False:Full;502:ScreenRight:None:True:Full;503:ScreenLeft:None:False:Full;503:ScreenRight:None:True:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","name=Standing Levator-Scapulae Stretch | demand=0 | primary=PosteriorNeckAndSuboccipitalMuscles | secondary=[ScapularGirdle;AnteriorLateralNeckAndHyoidMuscles] | practice=Clinical stretching | motion=NeckStretch | mode=Hold | presentation=Still | holdFrame=50 | side=ScreenLeftThenRight | direction=None | blocks=[502:ScreenLeft:None:False:Full;502:ScreenRight:None:True:Full;503:ScreenLeft:None:False:Full;503:ScreenRight:None:True:Full] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","The complete packaged loop demonstrates Standing Levator-Scapulae Stretch as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
"503","CORRECTED","Overhead-Assisted Upper-Trapezius Stretch","Overhead-Assisted Upper-Trapezius Stretch","name=Overhead-Assisted Upper-Trapezius Stretch | demand=0 | primary=PosteriorNeckAndSuboccipitalMuscles | secondary=[ScapularGirdle;AnteriorLateralNeckAndHyoidMuscles] | practice=Clinical stretching | motion=NeckStretch | mode=Hold | presentation=Still | holdFrame=50 | side=ScreenLeftThenRight | direction=None | blocks=[] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","name=Overhead-Assisted Upper-Trapezius Stretch | demand=0 | primary=PosteriorNeckAndSuboccipitalMuscles | secondary=[ScapularGirdle;AnteriorLateralNeckAndHyoidMuscles] | practice=Clinical stretching | motion=NeckStretch | mode=Hold | presentation=Still | holdFrame=50 | side=ScreenLeftThenRight | direction=None | blocks=[] | sessionMovement= | insect=Incompatible | hardFloor=Compatible","The complete packaged loop demonstrates Overhead-Assisted Upper-Trapezius Stretch as named.","soleWallContactRequired: <none> => False | upperBodyClothingRequirement: <none> => Agnostic | wallRequired: <none> => False","The full loop supports the named movement, but inherited or duplicative secondary associations were removed so only meaningful involvement remains.","PASS","PASS","PASS","PASS","PASS","PASS","PASS or not applicable","PASS"
